page_num,row_num,full_link,company,co_hq_city,co_hq_zip,labor_area,id,notice_date
page007.html,169,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=75,"Hostess Brands, Inc.  ",Phoenix  ,850408810  ,7  ,75,2012-05-04
page007.html,170,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=76,"Hostess Brands, Inc.  ",Fort Mohave  ,86426  ,11  ,76,2012-05-04
page007.html,171,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=68,"Hostess Brands, Inc.  ",Globe  ,85901  ,2  ,68,2012-05-04
page007.html,172,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=66,"Hostess Brands, Inc.  ",Benson  ,856026306  ,1  ,66,2012-05-04
page007.html,173,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=405,HotChalk  ,Phoenix  ,85034  ,5  ,405,2020-02-25
page007.html,174,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=43,Hualapai Mountain Medical Center  ,Kingman  ,86401  ,11  ,43,2011-08-26
page007.html,175,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=366,"Insys Therapeutics, Inc  ",Chandler  ,85224  ,7  ,366,2019-08-09
page008.html,176,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=234,Intel Corporation  ,Santa Clara  ,95054  ,7  ,234,2016-04-25
page008.html,177,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=235,Intel Corporation  ,Santa Clara  ,95054  ,7  ,235,2016-04-25
page008.html,178,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=302,Interagency Council  ,Lake havasu City  ,86403  ,11  ,302,2018-06-13
page008.html,179,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=180,Intercontinental Exchange NYSE  ,Chicago  ,60606  ,5  ,180,2015-03-23
page008.html,180,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=37,International Bedding  ,Tolleson  ,85353  ,7  ,37,2011-10-21
page008.html,181,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=421,International Cruise & Excursion Gallery  ,Scottsdale  ,85256  ,7  ,421,2020-03-24
page008.html,182,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=12,International Window Arizona  ,Phoenix  ,85040  ,7  ,12,2010-12-30
page008.html,183,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=112,Intuit  ,Mountain View  ,94043  ,6  ,112,2013-07-10
page008.html,184,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=324,Invitation Homes  ,Scottsdale  ,85255  ,7  ,324,2019-01-16
page008.html,185,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=419,Islands Restaurants  ,Phoenix  ,85050  ,7  ,419,2020-03-23
page008.html,186,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=145,Jabil  ,Tempe  ,85281  ,7  ,145,2013-09-05
page008.html,187,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=14,John C. Lincoln Health Network's North Mountain  ,Phoenix  ,85020  ,7  ,14,2010-12-06
page008.html,188,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=13,Kaplan University  ,Phoenix  ,85008  ,7  ,13,2010-12-07
page008.html,189,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=371,Katerra  ,Scottsdale  ,85258  ,7  ,371,2019-10-09
page008.html,190,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=386,Katerra  ,Phoenix  ,85043  ,5  ,386,2019-12-03
page008.html,191,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=413,KDC Construction  ,Irvine  ,92606  ,7  ,413,2020-03-20
page008.html,192,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=274,Kellogg's  ,Battle Creek  ,49016  ,5  ,274,2017-05-26
page008.html,193,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=148,Kmart  ,Hoffman Estates  ,60179  ,5  ,148,2013-08-29
page008.html,194,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=39,"Kmart Store # 4269  ",Phoenix  ,85019  ,7  ,39,2011-10-15
page008.html,195,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=323,Kmart #04996  ,Hoffman Estates  ,60192  ,6  ,323,2018-12-27
page008.html,196,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=169,Kmart Corporation  ,Hoffman Estates  ,80179  ,5  ,169,2014-10-15
page008.html,197,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=93,Kmart Corporation  ,Hoffman Estates  ,60179  ,7  ,93,2012-10-04
page008.html,198,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=336,La Palma Correctional Facility  ,Eloy  ,85131  ,2  ,336,2019-02-22
page008.html,199,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=351,Leidos  ,Prescott Valley  ,86314  ,12  ,351,2019-05-03
page008.html,200,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=190,Life Care Centers of America  ,Cleveland  ,37320  ,7  ,190,2015-04-30
page009.html,201,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=191,Life Care Centers of America  ,Cleveland  ,37320  ,6  ,191,2015-04-30
page009.html,202,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=192,Life Care Centers of America  ,Cleveland  ,37320  ,6  ,192,2015-04-30
page009.html,203,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=193,Life Care Centers of America  ,Cleveland  ,37320  ,12  ,193,2015-04-30
page009.html,204,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=194,Life Care Centers of America  ,Cleveland  ,37320  ,7  ,194,2015-04-30
page009.html,205,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=195,Life Care Centers of America  ,Cleveland  ,37320  ,7  ,195,2015-04-30
page009.html,206,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=196,Life Care Centers of America  ,Cleveland  ,37320  ,5  ,196,2015-04-30
page009.html,207,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=197,Life Care Centers of America  ,Cleveland  ,37320  ,7  ,197,2015-04-30
page009.html,208,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=198,Life Care Centers of America  ,Cleveland  ,37320  ,7  ,198,2015-04-30
page009.html,209,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=199,Life Care Centers of America  ,Cleveland  ,37320  ,12  ,199,2015-04-30
page009.html,210,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=200,Life Care Centers of America  ,Cleveland  ,37320  ,6  ,200,2015-04-30
page009.html,211,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=217,Littler Employment & labor Solutiions Worldwide  ,Atlanta  ,30326  ,7  ,217,2015-08-14
page009.html,212,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=240,livingsocial  ,Washington  ,20005  ,6  ,240,2016-03-16
page009.html,213,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=153,Lockheed Martin Corporation Information Systems  ,Boulder  ,80301  ,7  ,153,2014-04-11
page009.html,214,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=131,Macy'S  ,Mesa  ,85202  ,7  ,131,2014-01-08
page009.html,215,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=395,"Macy's Credit and Customer Services, Inc.  ",Tempe  ,85281  ,7  ,395,2020-01-06
page009.html,216,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=119,Magellan  ,Phoenix  ,85034  ,5  ,119,2014-01-27
page009.html,217,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=143,Magna Cosma pwer Systems  ,Phoenix  ,85043  ,5  ,143,2013-05-20
page009.html,218,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=222,Management & Training Corporation  ,Centerville  ,84014  ,11  ,222,2015-10-28
page009.html,219,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=268,Manpower Group  ,Milwaukee  ,53212  ,7  ,268,2017-03-17
page009.html,220,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=246,ManpowerGroup  ,Milwaukee  ,53212  ,7  ,246,2016-08-04
page009.html,221,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=397,MAPFRE Insurance - Enterprise Contact Center  ,Gilbert  ,85234  ,7  ,397,2020-01-13
page009.html,222,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=165,"Marcolin USA, Inc  ",Somerville  ,08876  ,7  ,165,2014-09-30
page009.html,223,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=173,Margaritaville  ,Orlando  ,32819  ,7  ,173,2014-11-12
page009.html,224,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=154,Maricopa Integrated Health System (CCC)  ,Phoenix  ,85008  ,5  ,154,2014-04-25
page009.html,225,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=31,Marketfare Foods  ,Phoenix  ,85034  ,7  ,31,2010-06-11
page010.html,226,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=283,Marriott  ,Bethesda  ,20817  ,7  ,283,2017-11-29
page010.html,227,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=294,Marriott  ,Phoenix  ,85004  ,5  ,294,2018-04-03
page010.html,228,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=186,"Marriott International, Inc.  ",Bethesda  ,20817  ,5  ,186,2015-05-18
page010.html,229,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=96,"marriott International, Inc.  ",Bethesda  ,20817  ,6  ,96,2012-08-30
page010.html,230,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=256,Marriott/Starwood Scottsdale Office  ,Scottsdale  ,85254  ,7  ,256,2016-11-29
page010.html,231,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=221,"Marvell Semiconductor, Inc.  ",Santa Clara  ,94054  ,7  ,221,2015-10-16
page010.html,232,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=306,Marvell Semiconductors Inc.  ,Chandler  ,85286  ,7  ,306,2018-07-09
page010.html,233,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=64,MetLife  ,Scottsdale  ,85260  ,7  ,64,2012-05-01
page010.html,234,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=28,Microsemi Corporation  ,Phoenix  ,85251  ,7  ,28,2010-07-12
page010.html,235,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=51,Mike Campbell & Associates  ,Phoenix  ,85009  ,7  ,51,2011-07-06
page010.html,236,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=38,Milgard Windows & Doors  ,Chandler  ,85225  ,7  ,38,2011-10-17
page010.html,237,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=174,Mineral Park Inc.  ,Golden Valley  ,86413  ,11  ,174,2014-12-29
page010.html,238,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=87,"Mojave Desert Minerals, LLC  ",Arvada  ,80002  ,11  ,87,2012-07-12
page010.html,239,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=423,Movement for Life Inc.  ,San Obispo  ,93401  ,6  ,423,2020-03-25
page010.html,240,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=368,Nestle USA and Nestle Dryers Ice Cream l  ,Phoenix  ,85004  ,5  ,368,2019-08-16
page010.html,241,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=163,"NewStar Fresh Foods, LLC  ",Salinas  ,93901  ,9  ,163,2014-08-15
page010.html,242,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=147,"NewStar Fresh Foods, LLC  ",Salinas  ,93901  ,9  ,147,2013-09-06
page010.html,243,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=144,Northrop Grumman  ,Herndon  ,20171  ,9  ,144,2013-05-24
page010.html,244,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=406,Northrop Grumman  ,Falls Church  ,22042  ,1  ,406,2020-03-09
page010.html,245,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=60,"Northrop Grumman Technical Services, Inc.  ",Yuma Proving Ground  ,85365  ,9  ,60,2011-03-01
page010.html,246,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=23,"O'Reilly Automotive, Inc.  ",Phoenix  ,85043  ,7  ,23,2010-09-09
page010.html,247,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=65,"O.P.E.N. America, Inc. dba: OpenWorks  ",Phoenix  ,85043  ,7  ,65,2012-05-01
page010.html,248,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=376,Oakwood Worldwide US LP  ,Phoenix  ,85021  ,5  ,376,2019-10-29
page010.html,249,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=425,Onni Properties  ,Phoenix  ,85019  ,5  ,425,2020-03-25
page010.html,250,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=259,OTG Management Tucson LLC  ,Tucson  ,85756  ,6  ,259,2016-12-27
page011.html,251,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=133,"Ottobock Orthopedic Services , LLC  ",Tempe  ,85282  ,7  ,133,2013-08-01
page011.html,252,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=17,Palm Harbor Homes  ,Tempe  ,85821  ,7  ,17,2010-11-19
page011.html,253,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=117,PaperWorks  ,Bala Cynwyd  ,19004  ,5  ,117,2014-01-31
page011.html,254,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=381,Paradigm Precision  ,Tempe  ,85283  ,7  ,381,2019-11-14
page011.html,255,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=417,Passport Health  ,Scottsdale  ,85262  ,7  ,417,2020-03-23
page011.html,256,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=357,Peabody Western Coal Company  ,kayenta  ,86033  ,14  ,357,2019-06-13
page011.html,257,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=225,"Philidor Rx Services, LLC  ",Hatboro  ,19040  ,5  ,225,2016-01-05
page011.html,258,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=187,"Philosophy, Inc.  ",Phoenix  ,85034  ,5  ,187,2015-04-17
page011.html,259,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=188,"Philosophy, Inc.  ",Phoenix  ,85034  ,5  ,188,2015-04-17
page011.html,260,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=106,Phoenix Children's Hospital  ,Phoenix  ,85016  ,5  ,106,2013-01-29
page011.html,261,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=435,Phoenix Glendale Renaissance  ,Glendale  ,85305  ,7  ,435,2020-03-26
page011.html,262,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=411,Pima Valve  ,Chandler  ,85226  ,7  ,411,2020-03-18
page011.html,263,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=18,Plastican division of BWAY Corporation  ,Phoenix  ,85009  ,7  ,18,2010-11-17
page011.html,264,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=166,Primary Financial Services  ,Phoenix  ,85013  ,5  ,166,2014-10-06
page011.html,265,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=182,"Prospect Enterprises, Inc.  ",Los Angeles  ,90021  ,5  ,182,2015-04-27
page011.html,266,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=19,Pulte Building Services (PBS)  ,Tolleson  ,85353  ,7  ,19,2010-11-12
page011.html,267,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=412,Punch Bowl social  ,Phoenix  ,85004  ,5  ,412,2020-03-18
page011.html,268,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=202,Quality Care Network  ,Phoenix  ,85034  ,5  ,202,2015-07-28
page011.html,269,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=346,Radisson Suites Hotel Tucson  ,Tucson  ,85710  ,6  ,346,2019-03-29
page011.html,270,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=345,Raytheon  ,Sierra Vista  ,85635  ,1  ,345,2019-03-28
page011.html,271,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=355,Raytheon Company  ,Sierra Vista  ,85635  ,1  ,355,2019-06-06
page011.html,272,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=56,Republic National Distributing Company  ,Phoenix  ,85043  ,7  ,56,2011-05-27
page011.html,273,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=250,RICOH USA Inc.  ,Malvem  ,19355  ,7  ,250,2016-09-01
page011.html,274,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=142,River Ranch  ,Salinas  ,93901  ,9  ,142,2013-09-13
page011.html,275,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=410,Roadhouse cinemas  ,Tucson  ,85712  ,6  ,410,2020-03-18
page012.html,276,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=59,Robb & Stucky Limited LLLP  ,Scottsdale  ,85254  ,7  ,59,2011-03-09
page012.html,277,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=279,Rockwell collins  ,Tucson  ,85710  ,6  ,279,2017-10-19
page012.html,278,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=293,Rockwell Collins  ,Tucson  ,85710  ,6  ,293,2018-03-26
page012.html,279,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=273,"Royal Remanufacturing, LLC  ",St. Louis  ,63124  ,7  ,273,2017-04-25
page012.html,280,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=164,Rural Metro  ,Scottsdale  ,85258  ,7  ,164,2014-08-27
page012.html,281,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=184,Safeway  ,Phoenix  ,85072  ,2  ,184,2015-05-04
page012.html,282,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=185,Safeway  ,Phoenix  ,85072  ,7  ,185,2015-05-04
page012.html,283,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=322,Safeway #1985  ,Tucson  ,85742  ,6  ,322,2019-01-04
page012.html,284,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=372,Safeway #2676  ,Mesa  ,85209  ,7  ,372,2019-10-18
page012.html,285,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=359,Safeway 1126  ,Scottsdale  ,85259  ,7  ,359,2019-06-21
page012.html,286,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=305,Safeway 1202  ,Phoenix  ,85022  ,5  ,305,2018-06-18
page012.html,287,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=349,Safeway 1567  ,Mesa  ,85213  ,7  ,349,2019-04-26
page012.html,288,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=304,Safeway 1636  ,Glendale  ,85306  ,7  ,304,2018-06-18
page012.html,289,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=427,Sam Levits  ,Tucson  ,85705  ,6  ,427,2020-03-25
page012.html,290,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=285,Sams Club  ,Chandler  ,85225  ,7  ,285,2018-01-11
page012.html,291,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=286,Sams Club  ,Casa Grande  ,85122  ,2  ,286,2018-01-11
page012.html,292,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=287,Sams Club  ,Prescott Valley  ,86314  ,12  ,287,2018-01-11
page012.html,293,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=288,Sams Club  ,Scottsdale  ,85251  ,7  ,288,2018-01-11
page012.html,294,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=139,SB Capital Acquistion LLC  ,Columbus  ,43219  ,7  ,139,2013-09-30
page012.html,295,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=275,"SCA Tissue NA, LLC  ",Flagstaff  ,86001  ,10  ,275,2017-06-08
page012.html,296,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=8,SCAN Health Plan Arizona  ,Phoenix  ,85014  ,7  ,8,2012-02-29
page012.html,297,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=41,"Schenker, Inc.  ",Phoenix  ,85040  ,7  ,41,2011-09-16
page012.html,298,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=296,Schletter Inc.  ,Shelby  ,28150  ,6  ,296,2018-04-25
page012.html,299,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=7,Schuff Steel Company  ,Gilbert  ,85233  ,7  ,7,2012-02-24
page012.html,300,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=316,Sears Tempe Call Center  ,Tempe  ,85284  ,7  ,316,2018-10-01
page013.html,301,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=245,Select Medical Corporation  ,Mechanicsburg  ,17055  ,7  ,245,2016-08-03
page013.html,302,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=53,"Semiconductor Component Industries, LLC dba ON Sem  ",Phoenix  ,85008  ,7  ,53,2011-06-03
page013.html,303,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=45,"ShelterClean of Arizona, Inc.  ",Phoenix  ,85034  ,7  ,45,2011-08-15
page013.html,304,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=158,Sodexo  ,Gilbert  ,85295  ,7  ,158,2014-07-30
page013.html,305,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=325,Sodexo  ,Phoenix  ,85034  ,5  ,325,2019-01-18
page013.html,306,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=44,SOLON Corporation  ,Tucson  ,85756  ,6  ,44,2011-08-15
page013.html,307,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=317,Southwest Key Programs Inc.  ,Austin  ,78721  ,7  ,317,2018-10-31
page013.html,308,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=318,Southwest Key Programs Inc.  ,Austin  ,78721  ,5  ,318,2018-10-31
page013.html,309,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=347,Spectra -Blue Water Resort & Casino  ,Parker  ,85344  ,11  ,347,2019-04-01
page013.html,310,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=340,Spectrum Pharmaceuticals  ,Henderson  ,89052  ,7  ,340,2019-03-01
page013.html,311,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=104,SSI  ,Shelton  ,06484  ,2  ,104,2012-12-18
page013.html,312,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=373,St Luke's Medical Center  ,Phoenix  ,85006  ,5  ,373,2019-10-25
page013.html,313,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=201,Staples  ,Framingham  ,07102  ,7  ,201,2015-06-26
page013.html,314,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=420,Sub-Zero Group Inc  ,Goodyear  ,85340  ,7  ,420,2020-03-20
page013.html,315,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=276,Suddenlink Communications  ,Lake Havasu  ,86403  ,11  ,276,2017-08-03
page013.html,316,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=54,"Superior Technical Resources, Inc.  ",Phoenix  ,85008  ,7  ,54,2011-06-02
page013.html,317,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=50,Supervalu Logistics  ,Phoenix  ,85043  ,7  ,50,2011-07-12
page013.html,318,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=424,Surprise Honda  ,Surprise  ,85388  ,7  ,424,2020-03-25
page013.html,319,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=438,Surprise Honda  ,Surprise  ,85388  ,7  ,438,2020-03-24
page013.html,320,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=3,"SYKES Enterprises, Incorporated  ",Nogales  ,85621  ,8  ,3,2012-01-24
page013.html,321,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=334,Systems Solutions of Kentucky  ,Goodyear  ,85395  ,7  ,334,2019-02-19
page013.html,322,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=439,Tanque Verde Ranch  ,Tucson  ,85748  ,6  ,439,2020-03-27
page013.html,323,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=140,Target  ,Tempe  ,85284  ,7  ,140,2013-11-04
page013.html,324,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=339,Target Corporation  ,Tucson  ,85711  ,6  ,339,2019-03-01
page013.html,325,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=35,"TCIM Services, Inc.  ",Tucson  ,85705  ,6  ,35,2011-11-01
page014.html,326,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=277,TENET Healthcare Corp.  ,Phoenix  ,85020  ,5  ,277,2019-03-04
page014.html,327,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=326,Tesla  ,Phoenix  ,85040  ,7  ,326,2019-01-29
page014.html,328,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=90,The Apache Railway Company Inc.  ,Snowflake  ,85937  ,14  ,90,2012-07-30
page014.html,329,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=105,"The Cheesecake Factory. Grand Lux Cafe, LLC  ",Calabasas Hills  ,91301  ,7  ,105,2013-01-17
page014.html,330,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=10,"The Great Indoors #1901  ",Scottsdale  ,85254  ,7  ,10,2012-04-18
page014.html,331,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=11,The Great Indoors #1913  ,Chandler  ,85226  ,7  ,11,2012-04-18
page014.html,332,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=254,Theranos  ,scottsdale  ,85257  ,7  ,254,2016-10-06
page014.html,333,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=251,Theranos  ,Palo Alto  ,94304  ,7  ,251,2016-10-06
page014.html,334,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=46,"THQ, Inc. Digital Studio Phoenix  ",Phoenix  ,85016  ,7  ,46,2011-08-08
page014.html,335,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=88,"THQ, Inc.  ",Agoura Hills  ,91301  ,5  ,88,2012-07-19
page014.html,336,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=170,Thunderbird School of Global Management  ,Glendale  ,85306  ,5  ,170,2014-10-09
page014.html,337,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=398,TMI Acquisitions LLC  ,Tucson  ,85713  ,6  ,398,2020-01-10
page014.html,338,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=177,Todds (Div of H.J. Heinz Co. L.P.  ,Phoenix  ,85043  ,5  ,177,2015-04-01
page014.html,339,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=403,Transportation Brokerage Specialists Inc (TBS)  ,Costa Mesa  ,92626  ,7  ,403,2020-02-20
