id,page_num,page_name,full_link,company,co_hq_city,co_hq_state,co_hq_zip,labor_area,notice_date,num_employees_affected
104,page013.html,id=104,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=104,SSI  ,Shelton  ,CT,06484  ,2  ,2012-12-18,135
373,page013.html,id=373,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=373,St Luke's Medical Center  ,Phoenix  ,AZ,85006  ,5  ,2019-10-25,655
201,page013.html,id=201,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=201,Staples  ,Framingham  ,MA,07102  ,7  ,2015-06-26,60
420,page013.html,id=420,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=420,Sub-Zero Group Inc  ,Goodyear  ,AZ,85340  ,7  ,2020-03-20,150
276,page013.html,id=276,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=276,Suddenlink Communications  ,Lake Havasu  ,AZ,86403  ,11  ,2017-08-03,50
54,page013.html,id=54,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=54,"Superior Technical Resources, Inc.  ",Phoenix  ,AZ,85008  ,7  ,2011-06-02,26
50,page013.html,id=50,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=50,Supervalu Logistics  ,Phoenix  ,AZ,85043  ,7  ,2011-07-12,126
424,page013.html,id=424,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=424,Surprise Honda  ,Surprise  ,AZ,85388  ,7  ,2020-03-25,16
438,page013.html,id=438,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=438,Surprise Honda  ,Surprise  ,AZ,85388  ,7  ,2020-03-24,16
3,page013.html,id=3,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=3,"SYKES Enterprises, Incorporated  ",Nogales  ,AZ,85621  ,8  ,2012-01-24,85
334,page013.html,id=334,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=334,Systems Solutions of Kentucky  ,Goodyear  ,AZ,85395  ,7  ,2019-02-19,39
439,page013.html,id=439,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=439,Tanque Verde Ranch  ,Tucson  ,AZ,85748  ,6  ,2020-03-27,147
140,page013.html,id=140,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=140,Target  ,Tempe  ,AZ,85284  ,7  ,2013-11-04,80
339,page013.html,id=339,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=339,Target Corporation  ,Tucson  ,AZ,85711  ,6  ,2019-03-01,113
35,page013.html,id=35,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=35,"TCIM Services, Inc.  ",Tucson  ,AZ,85705  ,6  ,2011-11-01,122
277,page014.html,id=277,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=277,TENET Healthcare Corp.  ,Phoenix  ,AZ,85020  ,5  ,2019-03-04,1
326,page014.html,id=326,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=326,Tesla  ,Phoenix  ,AZ,85040  ,7  ,2019-01-29,58
90,page014.html,id=90,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=90,The Apache Railway Company Inc.  ,Snowflake  ,AZ,85937  ,14  ,2012-07-30,26
105,page014.html,id=105,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=105,"The Cheesecake Factory. Grand Lux Cafe, LLC  ",Calabasas Hills  ,CA,91301  ,7  ,2013-01-17,89
10,page014.html,id=10,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=10,"The Great Indoors #1901  ",Scottsdale  ,AZ,85254  ,7  ,2012-04-18,75
11,page014.html,id=11,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=11,The Great Indoors #1913  ,Chandler  ,AZ,85226  ,7  ,2012-04-18,61
254,page014.html,id=254,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=254,Theranos  ,scottsdale  ,AZ,85257  ,7  ,2016-10-06,194
251,page014.html,id=251,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=251,Theranos  ,Palo Alto  ,CA,94304  ,7  ,2016-10-06,194
46,page014.html,id=46,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=46,"THQ, Inc. Digital Studio Phoenix  ",Phoenix  ,AZ,85016  ,7  ,2011-08-08,48
88,page014.html,id=88,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=88,"THQ, Inc.  ",Agoura Hills  ,CA,91301  ,5  ,2012-07-19,57
170,page014.html,id=170,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=170,Thunderbird School of Global Management  ,Glendale  ,AZ,85306  ,5  ,2014-10-09,212
398,page014.html,id=398,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=398,TMI Acquisitions LLC  ,Tucson  ,AZ,85713  ,6  ,2020-01-10,43
177,page014.html,id=177,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=177,Todds (Div of H.J. Heinz Co. L.P.  ,Phoenix  ,AZ,85043  ,5  ,2015-04-01,82
403,page014.html,id=403,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=403,Transportation Brokerage Specialists Inc (TBS)  ,Costa Mesa  ,CA,92626  ,7  ,2020-02-20,110
404,page014.html,id=404,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=404,Transportation Brokerage Specialists Inc (TBS)  ,Costa Mesa  ,CA,92626  ,7  ,2020-02-20,110
176,page014.html,id=176,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=176,"Transworld Systems, Inc (TSI)  ",Phoenix  ,AZ,85027  ,5  ,2015-03-26,62
102,page014.html,id=102,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=102,TriWest Healthcare Alliance  ,Phoenix  ,AZ,85053  ,5  ,2012-12-10,904
157,page014.html,id=157,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=157,TRX Managment LLCdba Zona Hotel & Suites  ,Scottsdale  ,AZ,85255  ,7  ,2014-06-20,82
298,page014.html,id=298,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=298,TSI corporation  ,Las Vegas  ,NV,89106  ,7  ,2018-05-29,110
436,page014.html,id=436,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=436,Tucson Marriott University park  ,Tucson  ,AZ,85719  ,6  ,2020-03-26,86
321,page014.html,id=321,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=321,Turn-Key Solutions  ,Glendale  ,AZ,85306  ,7  ,2018-11-20,163
299,page014.html,id=299,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=299,UBER  ,Tempe  ,AZ,85281  ,7  ,2018-05-29,296
320,page014.html,id=320,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=320,Ulta Beauty  ,Phoenix  ,AZ,85043  ,5  ,2018-11-13,196
178,page014.html,id=178,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=178,United Recovery systems  ,Houston  ,TX,77072  ,7  ,2015-03-31,99
280,page014.html,id=280,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=280,Unitedhealth Group  ,Phoenix  ,AZ,85021  ,5  ,2017-11-02,381
155,page015.html,id=155,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=155,"US Airways, Inc.  ",Phoenix  ,AZ,85034  ,7  ,2014-04-07,13
34,page015.html,id=34,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=34,UTi Intergrated Logistics  ,Phoenix  ,AZ,85043  ,7  ,2011-12-12,144
374,page015.html,id=374,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=374,Valassis  ,Phoenix  ,AZ,86034  ,5  ,2019-10-23,92
100,page015.html,id=100,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=100,Valeant Pharmaceuticals North America LLC  ,Bridgewater  ,NJ,08807  ,7  ,2012-12-10,319
362,page015.html,id=362,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=362,viant Medical LLC  ,Tempe  ,AZ,85282  ,7  ,2019-07-25,81
42,page015.html,id=42,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=42,"Video Monitoring Services of America, LP  ",Tucson  ,AZ,85711  ,6  ,2011-08-26,0
241,page015.html,id=241,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=241,Vitron manufacturing solutions  ,Phoenix  ,AZ,85053  ,5  ,2016-01-06,87
4,page015.html,id=4,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=4,VT Services  ,Ft. Huachuca  ,AZ,85613  ,1  ,2012-01-31,107
62,page015.html,id=62,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=62,Vulcan Materials Company  ,Laveen  ,AZ,85339  ,7  ,2011-03-18,61
101,page015.html,id=101,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=101,"VWR International, Rodnor Corporate Center  ",Radnor  ,PA,19087  ,7  ,2012-12-17,50
168,page015.html,id=168,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=168,Walgreen Co.  ,Flagstaff  ,AZ,86004  ,10  ,2014-10-20,348
356,page015.html,id=356,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=356,Walmart  ,Tempe  ,AZ,85281  ,7  ,2019-06-12,23
223,page015.html,id=223,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=223,Walter Investment Managment Corp  ,Jacksonville  ,AZ,32202  ,7  ,2015-10-28,96
327,page015.html,id=327,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=327,Web.com group Inc  ,jacksonville  ,FL,32258  ,7  ,2019-02-01,11
5,page015.html,id=5,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=5,Wells Fargo  ,Chandler  ,AZ,85286  ,7  ,2012-03-26,76
360,page015.html,id=360,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=360,Wells Fargo  ,Charlotte  ,NC,28215  ,7  ,2019-07-18,82
333,page015.html,id=333,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=333,Western Refining  ,Tempe  ,AZ,85281  ,7  ,2019-04-10,37
291,page015.html,id=291,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=291,Western Refining  ,San Antonio  ,TX,78259  ,7  ,2018-02-28,32
25,page015.html,id=25,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=25,Whirlaway Corporation  ,Tempe  ,AZ,85282  ,7  ,2010-08-10,150
264,page015.html,id=264,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=264,Whole Foods  ,Phoenix  ,AZ,85028  ,5  ,2017-02-10,55
110,page015.html,id=110,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=110,"William Dale Young & Sons, Inc., Cocopah Nurseries  ",Dateland  ,AZ,85222  ,9  ,2013-03-11,15
98,page015.html,id=98,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=98,"Wyndam Vaction ownerhsip, Inc. (Company)  ",Orlando  ,FL,32819  ,7  ,2012-11-07,99
22,page015.html,id=22,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=22,Xanodyne Pharamaceuticals  ,Gilbert  ,AZ,85007  ,7  ,2010-09-21,3
172,page015.html,id=172,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=172,Xanterra L.L.C.  ,Grand Canyon  ,AZ,86023  ,10  ,2014-10-29,978
281,page015.html,id=281,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=281,Xchange Leasing LLC (XCL)  ,Phoenix  ,AZ,85012  ,5  ,2017-10-31,228
263,page016.html,id=263,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=263,Zenefits  ,San Francisco  ,CA,94107  ,7  ,2017-02-09,165
183,page016.html,id=183,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=183,Zenith Education Group  ,Tampa  ,FL,33610  ,7  ,2015-04-27,213
15,page016.html,id=15,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=15,ZipRealty  ,Phoenix  ,AZ,85018  ,7  ,2010-11-29,195
239,page016.html,id=239,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=239,ZMC  ,Scottsdale  ,AZ,85258  ,7  ,2016-05-02,15
